0.235043,0.080128,0.080128,-0.106838,0.016026,0.016026,-0.08547,-0.080128,0.008013,0.053419,-0.016026,0.040064,0.053419,0.040064,-0.016026,-0.08547,0.008013,-0.080128,-0.058761,-0.040064,-0.040064,-0.005342,-0.008013,-0.008013
0.080128,0.235043,0.080128,-0.016026,0.053419,0.040064,-0.080128,-0.08547,0.008013,0.016026,-0.106838,0.016026,0.040064,0.053419,-0.016026,-0.008013,-0.005342,-0.008013,-0.040064,-0.058761,-0.040064,0.008013,-0.08547,-0.080128
0.080128,0.080128,0.235043,-0.016026,0.040064,0.053419,-0.008013,-0.008013,-0.005342,0.040064,-0.016026,0.053419,0.016026,0.016026,-0.106838,-0.080128,0.008013,-0.08547,-0.040064,-0.040064,-0.058761,0.008013,-0.080128,-0.08547
-0.106838,-0.016026,-0.016026,0.235043,-0.080128,-0.080128,0.053419,0.016026,-0.040064,-0.08547,0.080128,-0.008013,-0.08547,-0.008013,0.080128,0.053419,-0.040064,0.016026,-0.005342,0.008013,0.008013,-0.058761,0.040064,0.040064
0.016026,0.053419,0.040064,-0.080128,0.235043,0.080128,-0.016026,-0.106838,0.016026,0.080128,-0.08547,0.008013,0.008013,-0.005342,-0.008013,-0.040064,0.053419,-0.016026,-0.008013,-0.08547,-0.080128,0.040064,-0.058761,-0.040064
0.016026,0.040064,0.053419,-0.080128,0.080128,0.235043,-0.040064,-0.016026,0.053419,0.008013,-0.008013,-0.005342,0.080128,0.008013,-0.08547,-0.016026,0.016026,-0.106838,-0.008013,-0.080128,-0.08547,0.040064,-0.040064,-0.058761
-0.08547,-0.080128,-0.008013,0.053419,-0.016026,-0.040064,0.235043,0.080128,-0.080128,-0.106838,0.016026,-0.016026,-0.058761,-0.040064,0.040064,-0.005342,-0.008013,0.008013,0.053419,0.040064,0.016026,-0.08547,0.008013,0.080128
-0.080128,-0.08547,-0.008013,0.016026,-0.106838,-0.016026,0.080128,0.235043,-0.080128,-0.016026,0.053419,-0.040064,-0.040064,-0.058761,0.040064,0.008013,-0.08547,0.080128,0.040064,0.053419,0.016026,-0.008013,-0.005342,0.008013
0.008013,0.008013,-0.005342,-0.040064,0.016026,0.053419,-0.080128,-0.080128,0.235043,0.016026,-0.040064,0.053419,0.040064,0.040064,-0.058761,-0.008013,0.080128,-0.08547,-0.016026,-0.016026,-0.106838,0.080128,-0.008013,-0.08547
0.053419,0.016026,0.040064,-0.08547,0.080128,0.008013,-0.106838,-0.016026,0.016026,0.235043,-0.080128,0.080128,-0.005342,0.008013,-0.008013,-0.058761,0.040064,-0.040064,-0.08547,-0.008013,-0.080128,0.053419,-0.040064,-0.016026
-0.016026,-0.106838,-0.016026,0.080128,-0.08547,-0.008013,0.016026,0.053419,-0.040064,-0.080128,0.235043,-0.080128,-0.008013,-0.08547,0.080128,0.040064,-0.058761,0.040064,0.008013,-0.005342,0.008013,-0.040064,0.053419,0.016026
0.040064,0.016026,0.053419,-0.008013,0.008013,-0.005342,-0.016026,-0.040064,0.053419,0.080128,-0.080128,0.235043,0.008013,0.080128,-0.08547,-0.040064,0.040064,-0.058761,-0.080128,-0.008013,-0.08547,0.016026,-0.016026,-0.106838
0.053419,0.040064,0.016026,-0.08547,0.008013,0.080128,-0.058761,-0.040064,0.040064,-0.005342,-0.008013,0.008013,0.235043,0.080128,-0.080128,-0.106838,0.016026,-0.016026,-0.08547,-0.080128,-0.008013,0.053419,-0.016026,-0.040064
0.040064,0.053419,0.016026,-0.008013,-0.005342,0.008013,-0.040064,-0.058761,0.040064,0.008013,-0.08547,0.080128,0.080128,0.235043,-0.080128,-0.016026,0.053419,-0.040064,-0.080128,-0.08547,-0.008013,0.016026,-0.106838,-0.016026
-0.016026,-0.016026,-0.106838,0.080128,-0.008013,-0.08547,0.040064,0.040064,-0.058761,-0.008013,0.080128,-0.08547,-0.080128,-0.080128,0.235043,0.016026,-0.040064,0.053419,0.008013,0.008013,-0.005342,-0.040064,0.016026,0.053419
-0.08547,-0.008013,-0.080128,0.053419,-0.040064,-0.016026,-0.005342,0.008013,-0.008013,-0.058761,0.040064,-0.040064,-0.106838,-0.016026,0.016026,0.235043,-0.080128,0.080128,0.053419,0.016026,0.040064,-0.08547,0.080128,0.008013
0.008013,-0.005342,0.008013,-0.040064,0.053419,0.016026,-0.008013,-0.08547,0.080128,0.040064,-0.058761,0.040064,0.016026,0.053419,-0.040064,-0.080128,0.235043,-0.080128,-0.016026,-0.106838,-0.016026,0.080128,-0.08547,-0.008013
-0.080128,-0.008013,-0.08547,0.016026,-0.016026,-0.106838,0.008013,0.080128,-0.08547,-0.040064,0.040064,-0.058761,-0.016026,-0.040064,0.053419,0.080128,-0.080128,0.235043,0.040064,0.016026,0.053419,-0.008013,0.008013,-0.005342
-0.058761,-0.040064,-0.040064,-0.005342,-0.008013,-0.008013,0.053419,0.040064,-0.016026,-0.08547,0.008013,-0.080128,-0.08547,-0.080128,0.008013,0.053419,-0.016026,0.040064,0.235043,0.080128,0.080128,-0.106838,0.016026,0.016026
-0.040064,-0.058761,-0.040064,0.008013,-0.08547,-0.080128,0.040064,0.053419,-0.016026,-0.008013,-0.005342,-0.008013,-0.080128,-0.08547,0.008013,0.016026,-0.106838,0.016026,0.080128,0.235043,0.080128,-0.016026,0.053419,0.040064
-0.040064,-0.040064,-0.058761,0.008013,-0.080128,-0.08547,0.016026,0.016026,-0.106838,-0.080128,0.008013,-0.08547,-0.008013,-0.008013,-0.005342,0.040064,-0.016026,0.053419,0.080128,0.080128,0.235043,-0.016026,0.040064,0.053419
-0.005342,0.008013,0.008013,-0.058761,0.040064,0.040064,-0.08547,-0.008013,0.080128,0.053419,-0.040064,0.016026,0.053419,0.016026,-0.040064,-0.08547,0.080128,-0.008013,-0.106838,-0.016026,-0.016026,0.235043,-0.080128,-0.080128
-0.008013,-0.08547,-0.080128,0.040064,-0.058761,-0.040064,0.008013,-0.005342,-0.008013,-0.040064,0.053419,-0.016026,-0.016026,-0.106838,0.016026,0.080128,-0.08547,0.008013,0.016026,0.053419,0.040064,-0.080128,0.235043,0.080128
-0.008013,-0.080128,-0.08547,0.040064,-0.040064,-0.058761,0.080128,0.008013,-0.08547,-0.016026,0.016026,-0.106838,-0.040064,-0.016026,0.053419,0.008013,-0.008013,-0.005342,0.016026,0.040064,0.053419,-0.080128,0.080128,0.235043
